Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2018-04-14 05:36:21	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/AdvancedUsage/AdvancedUsage.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:36:29	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/BasicUsage/BasicUsage.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:36:37	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/EventTypeConfirm/EventTypeConfirm.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:36:45	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/Keepalive/Keepalive.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:36:53	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/NoAuthentication/NoAuthentication.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:37:01	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/examples/Nodes/Nodes.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:37:09	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/extras/tests/SetEventKeepalive_SetEventAck/SetEventKeepalive_SetEventAck.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:37:13	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/extras/tests/NoAuthenticationFastSend/NoAuthenticationFastSend.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:37:19	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/extras/tests/Queue/Queue.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
2018-04-14 05:37:24	23	23.7	https://travis-ci.org/per1234/EtherEventQueue/jobs/366404193	push	false	false	development	ef89b82542f2bdca0c0675048ea9027d65106edf	3afc16296a25...ef89b82542f2	Fix bugs in the specification of IDE versions in .travis.yml	/home/travis/arduino-sketchbook/libraries/EtherEventQueue/extras/tests/Normal/Normal.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5				false	1				
