Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Issue
2017-06-17 08:39:51	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.3	22084		0	false	0	
2017-06-17 08:39:59	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	
2017-06-17 08:40:05	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	
2017-06-17 08:40:12	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	
2017-06-17 08:40:19	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	
2017-06-17 08:40:27	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	
2017-06-17 08:40:33	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	mighty-1284p:avr:avr_developers	1.8.3	510	9	0	false	0	
2017-06-17 08:40:40	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	MPU9250.ino	arduino:avr:uno	1.8.3	7904	462	1	false	0	
2017-06-17 08:40:44	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2	2464	222	0	false	0	
2017-06-17 08:40:47	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.3	2464	222	0	false	0	
2017-06-17 08:40:51	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.4	2464	222	0	false	0	
2017-06-17 08:40:55	520	520.3	https://travis-ci.org/per1234/arduino-ci-script/jobs/243933650	push	false	false	board-issue	17e31483eddcace597f253cc39151360a9de0894	e05784af4236...17e31483eddc	Always include board issues in the report	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.5	2464	222	0	false	0	
