Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Error
2017-06-13 10:57:34	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.3	22084		0	false	0	
2017-06-13 10:57:41	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	
2017-06-13 10:57:47	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	
2017-06-13 10:57:53	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	
2017-06-13 10:58:00	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	
2017-06-13 10:58:06	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	
2017-06-13 10:58:13	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/MPU9250/examples/MPU9250/MPU9250.ino	arduino:avr:uno	1.8.3	7904	462	1	false	0	
2017-06-13 10:58:16	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2	2464	222	0	false	0	
2017-06-13 10:58:19	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.3	2464	222	0	false	0	
2017-06-13 10:58:23	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.4	2464	222	0	false	0	
2017-06-13 10:58:26	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.5	2464	222	0	false	0	
2017-06-13 10:58:29	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.6	2464	222	0	false	0	
2017-06-13 10:58:32	465	465.1	https://travis-ci.org/per1234/arduino-ci-script/jobs/242370465	push	false	false	test-verbosity-levels-2	557d5a1967cfdf728af7fbd8da3f13f4006225b2	5077d2b578a1...557d5a1967cf	Test multiple verbosity settings	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.6-r2	2464	222	0	false	0	
